ID,SYMBOL
10156,ISM2
10157,ISOC1
10158,ISOC2
10159,CRPPA
10160,CRPPA-AS1
10161,IST1
10162,ISX
10163,ISY1
10164,ISY1-RAB43
10165,ISYNA1
10166,ITCH
10167,ITFG1
10168,ITFG1-AS1
10169,ITFG2
10170,FAM234A
10171,ITGA1
10172,ITGA10
10173,ITGA11
10174,ITGA2
10175,ITGA2B
10176,ITGA3
10177,ITGA4
10178,ITGA5
10179,ITGA6
10180,ITGA7
10181,ITGA8
10182,ITGAD
10183,ITGAE
10184,ITGAL
10185,ITGAM
10186,ITGAV
10187,ITGAX
10188,ITGB1
10189,ITGB1BP1
10190,ITGB1BP2
10191,ITGB1P1
10192,ITGB2
10193,ITGB2-AS1
10194,ITGB3
10195,ITGB3BP
10196,ITGB4
10197,ITGB5
10198,ITGB6
10199,ITGB7
10200,ITGB8
10201,ITGBL1
10202,ITIH1
10203,ITIH2
10204,ITIH3
10205,ITIH4
10206,ITIH4-AS1
10207,ITIH5
10208,ITIH6
10209,ITK
10210,ITLN1
10211,ITLN2
10212,ITM2A
10213,ITM2B
10214,ITM2BP1
10215,ITM2C
10216,ITPA
10217,ITPKA
10218,ITPKB
10219,ITPKB-IT1
10220,ITPKC
10221,ITPR1
10222,ITPR1-DT
10223,ITPR2
10224,ITPR3
10225,ITPRIP
10226,ITPRIPL1
10227,ITPRIPL2
10228,ITSN1
10229,ITSN2
10230,IVD
10231,IVL
10232,IVNS1ABP
10233,IWS1
10234,IYD
10235,IZUMO1
10236,IZUMO1R
10237,IZUMO2
10238,IZUMO3
10239,IZUMO4
10240,JADE1
10241,JADE2
10242,JADE3
10243,JAG1
10244,JAG2
10245,JAGN1
10246,JAK1
10247,JAK2
10248,JAK3
10249,JAKMIP1
10250,JAKMIP2
10251,JAKMIP2-AS1
10252,JAKMIP3
10253,JAM2
10254,JAM3
10255,JARID2
10256,JARID2-AS1
10257,JAZF1
10258,JAZF1-AS1
10259,JDP2
10260,KDM7A-DT
10261,JKAMP
10262,JKAMPP1
10263,JMJD1C
10264,JMJD1C-AS1
10265,JMJD4
10266,JMJD6
10267,JMJD7
10268,JMJD7-PLA2G4B
10269,JMJD8
10270,JMY
10271,JOSD1
10272,JOSD2
10273,JPH1
10274,JPH2
10275,JPH3
10276,JPH4
10277,JPX
10278,JRK
10279,JRKL
10280,JRKL-AS1
10281,JSRP1
10282,JTB
10283,JTBP1
10284,JUN
10285,JUNB
10286,JUND
10287,JUP
10288,KAAG1
10289,ANOS1
10290,ANOS2P
10291,KALRN
10292,KANK1
10293,KANK2
10294,KANK3
10295,KANK4
10296,KANSL1L
10297,KANSL2
10298,KANSL3
10299,KANTR
10300,KARS1
10301,KARS1P1
10302,KARS1P2
10303,KARS1P3
10304,KAT2A
10305,KAT2B
10306,KAT5
10307,KAT6A
10308,KAT7
10309,KAT8
10310,KATNA1
10311,KATNAL1
10312,KATNAL2
10313,KATNB1
10314,KATNBL1
10315,KATNBL1P1
10316,KATNBL1P2
10317,KATNBL1P3
10318,KATNBL1P4
10319,KATNBL1P5
10320,KATNBL1P6
10321,KAZALD1
10322,KAZN
10323,KBTBD12
10324,KBTBD13
10325,KBTBD2
10326,KBTBD3
10327,KBTBD6
10328,KBTBD7
10329,KBTBD8
10330,KC6
10331,KCMF1
10332,KCNA1
10333,KCNA10
10334,KCNA2
10335,KCNA3
10336,KCNA4
10337,KCNA5
10338,KCNA6
10339,KCNA7
10340,KCNAB1
10341,KCNAB1-AS1
10342,KCNAB1-AS2
10343,KCNAB2
10344,KCNAB3
10345,KCNB1
10346,KCNB2
10347,KCNC1
10348,KCNC2
10349,KCNC3
10350,KCNC4
10351,KCNC4-DT
10352,KCND2
10353,KCND3
10354,KCND3-AS1
10355,KCND3-IT1
10356,KCNE1
10357,KCNE2
10358,KCNE3
10359,KCNE4
10360,KCNE5
10361,KCNF1
10362,KCNG1
10363,KCNG2
10364,KCNG3
10365,KCNG4
10366,KCNH1
10367,KCNH2
10368,KCNH3
10369,KCNH4
10370,KCNH5
10371,KCNH6
10372,KCNH7
10373,KCNH8
10374,KCNIP1
10375,KCNIP2
10376,KCNIP2-AS1
10377,KCNIP3
10378,KCNIP4-IT1
10379,KCNJ1
10380,KCNJ10
10381,KCNJ11
10382,KCNJ12
10383,KCNJ13
10384,KCNJ14
10385,KCNJ15
10386,KCNJ16
10387,KCNJ18
10388,KCNJ2
10389,KCNJ2-AS1
10390,KCNJ3
10391,KCNJ4
10392,KCNJ5
10393,KCNJ6
10394,KCNJ8
10395,KCNJ9
10396,KCNK1
10397,KCNK10
10398,KCNK12
10399,KCNK13
10400,KCNK15
10401,KCNK16
10402,KCNK17
10403,KCNK18
10404,KCNK2
10405,KCNK3
10406,KCNK4
10407,KCNK5
10408,KCNK6
10409,KCNK7
10410,KCNK9
10411,KCNMA1
10412,KCNMA1-AS1
10413,KCNMA1-AS2
10414,KCNMA1-AS3
10415,KCNMB1
10416,KCNMB2
10417,KCNMB2-AS1
10418,KCNMB3
10419,KCNMB3P1
10420,KCNMB4
10421,KCNN1
10422,KCNN2
10423,KCNN3
10424,KCNN4
10425,KCNQ1OT1
10426,KCNQ3
10427,KCNQ4
10428,KCNQ5
10429,KCNQ5-AS1
10430,KCNRG
10431,KCNS1
10432,KCNS2
10433,KCNS3
10434,KCNT1
10435,KCNU1
10436,KCNV1
10437,KCNV2
10438,KCP
10439,KCTD1
10440,KCTD10
10441,KCTD10P1
10442,KCTD12
10443,KCTD13
10444,KCTD14
10445,KCTD15
10446,KCTD16
10447,KCTD17
10448,KCTD18
10449,KCTD19
10450,KCTD2
10451,KCTD20
10452,KCTD21
10453,KCTD21-AS1
10454,KCTD3
10455,KCTD4
10456,KCTD5
10457,KCTD6
10458,KCTD7
10459,KCTD8
10460,KCTD9
10461,KCTD9P1
10462,KCTD9P2
10463,KCTD9P3
10464,KCTD9P4
10465,KCTD9P5
10466,KCTD9P6
10467,POGLUT2
10468,POGLUT2P1
10469,POGLUT3
10470,KDELR1
10471,KDELR2
10472,KDELR3
10473,KDF1
10474,KDM1A
10475,KDM1B
10476,KDM2A
10477,KDM2B
10478,KDM3A
10479,KDM3B
10480,KDM4A
10481,KDM4A-AS1
10482,KDM4B
10483,KDM4C
10484,KDM4D
10485,KDM4E
10486,KDM5A
10487,KDM5B
10488,KDM5C
10489,KDM5D
10490,KDM5DP1
10491,KDM6A
10492,KDM6B
10493,KDM7A
10494,KDM8
10495,KDR
10496,KDSR
10497,KEAP1
10498,KERA
10499,FGF7P6
10500,FGF7P3
10501,KHDC1
10502,KHDC1L
10503,KHDC1P1
10504,KHDC3L
10505,KHDRBS1
10506,KHDRBS2
10507,KHDRBS3
10508,KHK
10509,KHNYN
10510,KHSRP
10511,KHSRPP1
10512,PUM3
10513,KIAA0040
10514,KIAA0087
10515,BLTP2
10516,PCLAF
10517,DELE1
10518,TMEM94
10519,WASHC5
10520,RUBCN
10521,RUBCNL
10522,KIAA0232
10523,KIAA0319
10524,KIAA0319L
10525,ECPAS
10526,PRORP
10527,KIAA0408
10528,KIAA0513
10529,KATNIP
10530,KIAA0586
10531,KIAA0753
10532,MACF1
10533,KIAA0825
10534,MATCAP2
10535,MATCAP1
10536,KHDC4
10537,TMEM131L
10538,KIAA0930
10539,MINAR1
10540,MINAR2
10541,WASHC4
10542,PHF24
10543,BLTP1
10544,MYORG
10545,KIAA1191
10546,KIAA1210
10547,CRACD
10548,CRACDL
10549,KIAA1217
10550,CFAP92
10551,KIFBP
10552,ELAPOR1
10553,ELAPOR2
10554,KIAA1328
10555,CEP126
10556,CCDC191
10557,VIRMA
10558,JCAD
10559,FAM234B
10560,RELCH
10561,KIAA1522
10562,CIP2A
10563,KIAA1549
10564,KIAA1549L
10565,RESF1
10566,KIAA1586
10567,SHTN1
10568,KIAA1614
10569,SHISAL1
10570,KIAA1671
10571,IQCN
10572,LNPK
10573,CEP295NL
10574,KIAA1755
10575,MAP3K21
10576,SANBR
10577,WDR97
10578,MFSD4B
10579,KIAA1958
10580,KIAA2012
10581,KIAA2013
10582,USF3
10583,NEXMIF
10584,KIAA2026
10585,KIDINS220
10586,KIF11
10587,KIF12
10588,KIF13A
10589,KIF13B
10590,KIF14
10591,KIF16B
10592,KIF17
10593,KIF18A
10594,KIF18B
10595,KIF19
10596,KIF1A
10597,KIF1B
10598,KIF1C
10599,KIF20A
10600,KIF20B
10601,KIF21A
10602,KIF21B
10603,KIF22
10604,KIF23
10605,KIF24
10606,KIF25
10607,KIF25-AS1
10608,KIF26A
10609,KIF27
10610,KIF28P
10611,KIF2A
10612,KIF2B
10613,KIF2C
10614,KIF3A
10615,KIF3B
10616,KIF3C
10617,KIF4A
10618,KIF4B
10619,KIF4CP
10620,KIF5A
10621,KIF5B
10622,KIF6
10623,KIF7
10624,KIF9
10625,KIF9-AS1
10626,KIFAP3
10627,KIFC2
10628,KIFC3
10629,KIN
10630,KIRREL1
10631,KIRREL2
10632,KIRREL3
10633,KIRREL3-AS2
10634,KIRREL3-AS3
10635,KISS1
10636,KISS1R
10637,KIT
10638,KITLG
10639,KIZ
10640,KIZ-AS1
10641,KL
10642,KLB
10643,KLC1
10644,KLC2
10645,KLC3
10646,KLC4
10647,KLF1
10648,KLF10
10649,KLF11
10650,KLF12
10651,KLF14
10652,KLF15
10653,KLF16
10654,KLF17
10655,KLF17P1
10656,KLF2
10657,KLF2P4
10658,KLF3
10659,KLF3-AS1
10660,KLF3P1
10661,KLF3P2
10662,KLF4
10663,KLF4P1
10664,KLF5
10665,KLF6
10666,KLF7
10667,KLF7P1
10668,KLF8
10669,KLF8P1
10670,KLF9
10671,KLHDC1
10672,KLHDC10
10673,KLHDC2
10674,KLHDC3
10675,KLHDC4
10676,KLHDC7A
10677,KLHDC7B
10678,KLHDC8A
10679,KLHDC8B
10680,KLHDC9
10681,KLHL1
10682,KLHL10
10683,KLHL11
10684,KLHL12
10685,KLHL13
10686,KLHL14
10687,KLHL15
10688,KLHL17
10689,KLHL18
10690,KLHL2
10691,KLHL20
10692,KLHL21
10693,KLHL22
10694,KLHL23
10695,KLHL24
10696,KLHL25
10697,KLHL26
10698,KLHL28
10699,KLHL29
10700,KLHL2P1
10701,KLHL3
10702,KLHL30
10703,KLHL31
10704,KLHL32
10705,KLHL34
10706,KLHL35
10707,KLHL36
10708,KLHL38
10709,KLHL4
10710,KLHL40
10711,KLHL41
10712,KLHL42
10713,KLHL5
10714,KLHL6
10715,KLHL6-AS1
10716,KLHL7
10717,KLHL7-DT
10718,KLHL8
10719,KLHL9
10720,KLK1
10721,KLK10
10722,KLK11
10723,KLK12
10724,KLK13
10725,KLK14
10726,KLK15
10727,KLK2
10728,KLK3
10729,KLK4
10730,KLK5
10731,KLK6
10732,KLK7
10733,KLK8
10734,KLK9
10735,KLKB1
10736,KLKP1
10737,KLRA1P
10738,KLRB1
10739,KLRC1
10740,KLRC2
10741,KLRC3
10742,KLRC4
10743,KLRC4-KLRK1
10744,KLRD1
10745,KLRF1
10746,KLRF2
10747,KLRG1
10748,KLRG2
10749,KLRK1
10750,KMO
10751,KMT2A
10752,KMT2B
10753,KMT2C
10754,KMT2D
10755,KMT2E
10756,KMT2E-AS1
10757,KNCN
10758,KNDC1
10759,KNG1
10760,KNOP1
10761,KNOP1P1
10762,KNOP1P2
10763,KNOP1P3
10764,KNOP1P4
10765,KNOP1P5
10766,KNSTRN
10767,KNTC1
10768,KPNA1
10769,KPNA2
10770,KPNA3
10771,KPNA4
10772,KPNA5
10773,KPNA6
10774,KPNB1
10775,KPRP
10776,KPTN
10777,KRAS
10778,KRASP1
10779,KRBA1
10780,KRBA2
10781,KRBOX1
10782,KRBOX1-AS1
10783,KRBOX4
10784,KRCC1
10785,KREMEN1
10786,KREMEN2
10787,KRI1
10788,KRIT1
10789,KRR1
10790,KRR1P1
10791,KRT1
10792,KRT10
10793,KRT125P
10794,KRT126P
10795,KRT127P
10796,KRT13
10797,KRT14
10798,KRT15
10799,KRT16
10800,KRT16P2
10801,KRT16P3
10802,KRT16P5
10803,KRT16P6
10804,KRT17
10805,KRT17P1
10806,KRT17P3
10807,KRT17P4
10808,KRT17P6
10809,KRT17P7
10810,KRT17P8
10811,KRT18
10812,KRT18P1
10813,KRT18P10
10814,KRT18P11
10815,KRT18P12
10816,KRT18P13
10817,KRT18P14
10818,KRT18P15
10819,KRT18P16
10820,KRT18P17
10821,KRT18P18
10822,KRT18P19
10823,KRT18P2
10824,KRT18P20
10825,KRT18P21
10826,KRT18P22
10827,KRT18P23
10828,KRT18P24
10829,KRT18P25
10830,KRT18P26
10831,KRT18P27
10832,KRT18P28
10833,KRT18P29
10834,KRT18P3
10835,KRT18P31
10836,KRT18P32
10837,KRT18P33
10838,KRT18P34
10839,KRT18P35
10840,KRT18P36
10841,KRT18P37
10842,KRT18P38
10843,KRT18P39
10844,KRT18P4
10845,KRT18P41
10846,KRT18P42
10847,KRT18P43
10848,KRT18P44
10849,KRT18P45
10850,KRT18P46
10851,KRT18P47
10852,KRT18P48
10853,KRT18P49
10854,KRT18P5
10855,KRT18P50
10856,KRT18P51
10857,KRT18P52
10858,KRT18P54
10859,KRT18P55
10860,KRT18P57
10861,KRT18P58
10862,KRT18P59
10863,KRT18P6
10864,KRT18P60
10865,KRT18P61
10866,KRT18P62
10867,KRT18P63
10868,KRT18P65
10869,KRT18P66
10870,KRT18P67
10871,KRT18P68
10872,KRT18P7
10873,KRT18P8
10874,KRT18P9
10875,KRT19
10876,KRT19P1
10877,KRT19P2
10878,KRT19P3
10879,KRT19P4
10880,KRT2
10881,KRT222
10882,KRT223P
10883,KRT24
10884,KRT25
10885,KRT26
10886,KRT27
10887,KRT28
10888,KRT3
10889,KRT32
10890,KRT35
10891,KRT36
10892,KRT38
10893,KRT4
10894,KRT42P
10895,KRT43P
10896,KRT5
10897,KRT6A
10898,KRT6B
10899,KRT6C
10900,KRT7
10901,KRT71
10902,KRT72
10903,KRT73
10904,KRT73-AS1
10905,KRT74
10906,KRT75
10907,KRT76
10908,KRT77
10909,KRT78
10910,KRT79
10911,KRT8
10912,KRT80
10913,KRT81
10914,KRT82
10915,KRT83
10916,KRT84
10917,KRT85
10918,KRT86
10919,KRT87P
10920,KRT88P
10921,KRT89P
10922,KRT8P1
10923,KRT8P10
10924,KRT8P11
10925,KRT8P12
10926,KRT8P13
10927,KRT8P14
10928,KRT8P15
10929,KRT8P17
10930,KRT8P18
10931,KRT8P19
10932,KRT8P2
10933,KRT8P20
10934,KRT8P21
10935,KRT8P22
10936,KRT8P23
10937,KRT8P24
10938,KRT8P25
10939,KRT8P26
10940,KRT8P27
10941,KRT8P28
10942,KRT8P29
10943,KRT8P3
10944,KRT8P30
10945,KRT8P31
10946,KRT8P32
10947,KRT8P33
10948,KRT8P34
10949,KRT8P35
10950,KRT8P36
10951,KRT8P37
10952,KRT8P38
10953,KRT8P39
10954,KRT8P40
10955,KRT8P41
10956,KRT8P42
10957,KRT8P43
10958,KRT8P44
10959,KRT8P45
10960,KRT8P46
10961,KRT8P47
10962,KRT8P48
10963,KRT8P49
10964,KRT8P5
10965,KRT8P6
10966,KRT8P7
10967,KRT8P9
10968,KRT9
10969,KRT90P
10970,KRTAP10-1
10971,KRTAP10-10
10972,KRTAP10-11
10973,KRTAP10-12
10974,KRTAP10-13P
10975,KRTAP10-2
10976,KRTAP10-3
10977,KRTAP10-4
10978,KRTAP10-5
10979,KRTAP10-6
10980,KRTAP10-7
10981,KRTAP10-8
10982,KRTAP10-9
10983,KRTAP11-1
10984,KRTAP12-1
10985,KRTAP12-2
10986,KRTAP12-3
10987,KRTAP12-4
10988,KRTAP13-1
10989,KRTAP13-2
10990,KRTAP13-3
10991,KRTAP13-4
10992,KRTAP13-5P
10993,KRTAP13-6P
10994,KRTAP15-1
10995,KRTAP19-1
10996,KRTAP19-10P
10997,KRTAP19-11P
10998,KRTAP19-2
10999,KRTAP19-3
11000,KRTAP19-4
11001,KRTAP19-5
11002,KRTAP19-6
11003,KRTAP19-7
11004,KRTAP19-8
11005,KRTAP19-9P
11006,KRTAP20-1
11007,KRTAP20-2
11008,KRTAP20-3
11009,KRTAP20-4
11010,KRTAP21-1
11011,KRTAP21-2
11012,KRTAP21-3
11013,KRTAP21-4P
11014,KRTAP22-1
11015,KRTAP22-2
11016,KRTAP23-1
11017,KRTAP24-1
11018,KRTAP25-1
11019,KRTAP26-1
11020,KRTAP27-1
11021,KRTAP4-1
11022,KRTAP4-3
11023,KRTAP5-10
11024,KRTAP5-11
11025,KRTAP5-14P
11026,KRTAP5-7
11027,KRTAP5-8
11028,KRTAP5-9
11029,KRTAP6-1
11030,KRTAP6-2
11031,KRTAP6-3
11032,KRTAP7-1
11033,KRTAP8-1
11034,KRTAP8-2P
11035,KRTAP8-3P
11036,KRTAP9-1
11037,KRTCAP2
11038,KRTCAP3
11039,KRTDAP
11040,KSR1
11041,KSR2
11042,KTI12
11043,KTN1
11044,KTN1-AS1
11045,KU-MEL-3
11046,KXD1
11047,KY
11048,KYNU
11049,KYNUP1
11050,KYNUP2
11051,KYNUP3
11052,L1CAM
11053,L1TD1
11054,L2HGDH
11055,L3HYPDH
11056,L3MBTL1
11057,L3MBTL2
11058,L3MBTL3
11059,L3MBTL4
11060,L3MBTL4-AS1
11061,LACC1
11062,AFG1L
11063,LACRT
11064,LACTB
11065,LACTB2
11066,LACTBL1
11067,LAD1
11068,LAG3
11069,LAGE3
11070,LAGE3P1
11071,LALBA
11072,LAMA1
11073,LAMA2
11074,LAMA3
11075,LAMA4
11076,LAMA5
11077,LAMA5-AS1
11078,LAMB1
11079,LAMB2
11080,LAMB2P1
11081,LAMB3
11082,LAMB4
11083,LAMC1
11084,LAMC2
11085,LAMC3
11086,LAMP1
11087,LAMP2
11088,LAMP3
11089,LAMP5
11090,LAMP5-AS1
11091,LAMTOR1
11092,LAMTOR2
11093,LAMTOR3
11094,LAMTOR3P1
11095,LAMTOR3P2
11096,LAMTOR4
11097,LAMTOR5
11098,LAMTOR5-AS1
11099,LANCL1
11100,LANCL1-AS1
11101,LANCL2
11102,LANCL3
11103,LAP3
11104,LAP3P1
11105,LAP3P2
11106,LAPTM4A
11107,LAPTM4B
11108,LAPTM5
11109,LARGE1
11110,LARGE-AS1
11111,LARP1
11112,LARP1B
11113,LARP1BP1
11114,LARP1BP3
11115,LARP1P1
11116,LARP4
11117,LARP4B
11118,LARP4P
11119,LARP6
11120,LARP7
11121,LARP7P4
11122,LARS1
11123,LARS2
11124,LARS2-AS1
11125,LAS1L
11126,LASP1
11127,LAT
11128,LAT2
11129,LATS1
11130,LATS2
11131,LAX1
11132,LAYN
11133,LBH
11134,LBHD1
11135,LBP
11136,LBR
11137,LBX1
11138,LBX1-AS1
11139,LBX2
11140,LBX2-AS1
11141,L1CAM-AS1
11142,LCA5
11143,LCA5L
11144,LCAT
11145,LCE1A
11146,LCE1B
11147,LCE1C
11148,LCE1D
11149,LCE1E
11150,LCE1F
11151,LCE2A
11152,LCE2B
11153,LCE2C
11154,LCE2D
11155,LCE3A
11156,LCE3B
11157,LCE3C
11158,LCE3D
11159,LCE3E
11160,LCE4A
11161,LCE5A
11162,LCE6A
11163,LCEP1
11164,LCEP2
11165,LCEP3
11166,LCEP4
11167,LCK
11168,LCLAT1
11169,LCMT1
11170,LCMT1-AS1
11171,LCMT1-AS2
11172,LCMT2
11173,LCN1
11174,LCN10
11175,LCN12
11176,LCN15
11177,LCN2
11178,LCN6
11179,LCN8
11180,LCN9
11181,LCNL1
11182,LCOR
11183,LCORL
11184,LCP1
11185,LCP2
11186,LCT
11187,LCTL
11188,LDB1
11189,LDB2
11190,LDB3
11191,LDHAL6A
11192,LDHAL6B
11193,LDHAL6CP
11194,LDHAL6DP
11195,LDHAL6EP
11196,LDHAL6FP
11197,LDHAP1
11198,LDHAP2
11199,LDHAP3
11200,LDHAP4
11201,LDHAP5
11202,LDHAP7
11203,LDHB
11204,LDHBP1
11205,LDHBP2
11206,LDHBP3
11207,LDHC
11208,LDHD
11209,LDLR
11210,LDLRAD1
11211,LDLRAD2
11212,LDLRAD3
11213,LDLRAD4
11214,LDLRAD4-AS1
11215,LDLRAP1
11216,LDOC1
11217,RTL6
11218,LEAP2
11219,CNMD
11220,LECT2
11221,LEF1
11222,LEF1-AS1
11223,LEFTY1
11224,LEFTY2
11225,LEFTY3P
11226,LEKR1
11227,LELP1
11228,LEMD1
11229,LEMD1-AS1
11230,LEMD2
11231,LEMD3
11232,LENEP
11233,LEO1
11234,LEP
11235,LEPR
11236,LEPROT
11237,LEPROTL1
11238,LETM1
11239,LETM1P2
11240,LETM2
11241,LETMD1
11242,LFNG
11243,LGALS1
11244,LGALS12
11245,LGALS13
11246,LGALS14
11247,LGALS16
11248,LGALS2
11249,LGALS3
11250,LGALS3BP
11251,LGALS8
11252,LGALS8-AS1
11253,LGALS9
11254,LGALS9B
11255,LGALS9DP
11256,LGALSL
11257,LGI1
11258,LGI2
11259,LGI3
11260,LGI4
11261,LGMN
11262,LGMNP1
11263,LGR4
11264,LGR5
11265,LGR6
11266,LGSN
11267,LHB
11268,LHCGR
11269,LHFPL6
11270,LHFPL1
11271,LHFPL2
11272,LHFPL3
11273,LHFPL3-AS1
11274,LHFPL3-AS2
11275,LHFPL4
11276,LHFPL5
11277,LHPP
11278,LHX2
11279,LHX3
11280,LHX4
11281,LHX5
11282,LHX5-AS1
11283,LHX6
11284,LHX8
11285,LHX9
11286,LIAS
11287,LIF
11288,LIFR
11289,LIFR-AS1
11290,LIG1
11291,LIG3
11292,LIG4
11293,LIM2
11294,LIMA1
11295,LIMCH1
11296,LIMD1
11297,LIMD1-AS1
11298,LIMD2
11299,LIME1
11300,LIMK1
11301,LIMK2
11302,LIMS1
11303,LIMS2
11304,LIMS3
11305,LIMS4
11306,LIN28A
11307,LIN28AP1
11308,LIN28AP2
11309,LIN28B
11310,LIN37
11311,LIN52
11312,LIN54
11313,LIN7A
11314,LIN7B
11315,LIN7C
11316,LIN9
11317,LINC-PINT
11318,LINC-ROR
11319,LINC00028
11320,LINC00029
11321,REXO6P
11322,LINC00051
11323,LINC00052
11324,CLEC20A
11325,SMIM10L2A
11326,SMIM10L2B
11327,LINC00092
11328,BRD3OS
11329,LINC00111
11330,LINC00112
11331,LINC00113
11332,LINC00114
11333,LINC00115
11334,MTLN
11335,CYTOR
11336,LINC00158
11337,LINC00159
11338,LINC00160
11339,LINC00161
11340,PICSAR
11341,LINC00163
11342,PRDM10-DT
11343,LINC00173
11344,LINC00174
11345,C20orf204
11346,LINC00184
11347,LINC00189
11348,LINC00200
11349,FAM238C
11350,FAM238B
11351,LINC00205
11352,LINC00207
11353,LINC00208
11354,LINC00210
11355,PIRAT1
11356,LINC00221
11357,LINC00222
11358,LINC00226
11359,LINC00229
11360,CCDC196
11361,LINC00239
11362,LINC00240
11363,LINC00242
11364,LINC00243
11365,LINC00244
11366,LINC00251
11367,LINC00261
11368,LINC00265
11369,LINC00265-2P
11370,LINC00265-3P
11371,SEPTIN14P6
11372,SEPTIN14P23
11373,LINC00269
11374,AHI1-DT
11375,LINC00272
11376,LINC00273
11377,LINC00276
11378,LINC00278
11379,LINC00279
11380,LINC00280
11381,TMEM272
11382,NRAD1
11383,LINC00290
11384,LINC00293
11385,LINC00294
11386,LINC00297
11387,LINC00298
11388,LINC00299
11389,LINC00301
11390,LINC00303
11391,LINC00304
11392,LINC00305
11393,LINC00307
11394,LINC00308
11395,LINC00309
11396,LINC00310
11397,LINC00311
11398,LINC00313
11399,LINC00314
11400,LINC00316
11401,LINC00317
11402,LINC00319
11403,LINC00320
11404,LINC00322
11405,LINC00323
11406,LINC00324
11407,LINC00326
11408,LINC00327
11409,LINC00330
11410,LINC00331
11411,LINC00332
11412,LINC00333
11413,LINC00336
11414,ICMT-DT
11415,LINC00339
11416,SYNE3
11417,LINC00342
11418,LINC00343
11419,PRECSIT
11420,LINC00347
11421,LINC00348
11422,LINC00351
11423,LINC00353
11424,LINC00354
11425,LINC00358
11426,LINC00363
11427,LINC00364
11428,LINC00365
11429,LINC00366
11430,LINC00368
11431,C13orf42
11432,LINC00375
11433,LINC00376
11434,LINC00377
11435,LINC00378
11436,LINC00379
11437,LINC00380
11438,LINC00381
11439,LINC00382
11440,LINC00383
11441,LINC00384
11442,LINC00392
11443,LINC00393
11444,LINC00395
11445,LINC00396
11446,LINC00397
11447,LINC00398
11448,LINC00399
11449,LINC00400
11450,SOX1-OT
11451,LINC00408
11452,LINC00410
11453,LINC00412
11454,LINC00421
11455,LINC00423
11456,LINC00424
11457,LINC00426
11458,LINC00428
11459,LINC00431
11460,LINC00433
11461,LINC00434
11462,LINC00437
11463,LINC00440
11464,RB1-DT
11465,LINC00442
11466,LINC00443
11467,LINC00445
11468,LINC00446
11469,LINC00448
11470,LINC00452
11471,LINC00454
11472,LINC00456
11473,LINC00457
11474,LINC00458
11475,LINC00460
11476,LINC00461
11477,LINC00462
11478,LINC00463
11479,LINC00466
11480,LINC00467
11481,LINC00469
11482,LINC00470
11483,LINC00471
11484,LINC00472
11485,LINC00474
11486,LINC00475
11487,ERCC6L2-AS1
11488,LINC00477
11489,LINC00479
11490,LINC00482
11491,ANKRD40CL
11492,LINC00484
11493,LINC00485
11494,LINC00486
11495,LINC00487
11496,LINC00488
11497,LINC00489
11498,LINC00491
11499,LINC00492
11500,SMIM26
11501,LINC00494
11502,LINC00499
11503,LINC00501
11504,LINC00502
11505,LINC00504
11506,LINC00506
11507,LINC00507
11508,LINC00508
11509,LINC00511
11510,GREP1
11511,LINC00518
11512,LINC00520
11513,LINC00523
11514,LINC00524
11515,LINC00525
11516,LINC00526
11517,LINC00528
11518,LINC00534
11519,CIBAR1-DT
11520,LINC00536
11521,LINC00538
11522,LINC00539
11523,LINC00540
11524,LINC00544
11525,LINC00545
11526,LINC00547
11527,LINC00550
11528,LINC00551
11529,LINC00554
11530,LINC00557
11531,LINC00558
11532,LINC00559
11533,LINC00560
11534,LINC00562
11535,LINC00563
11536,LINC00564
11537,SWINGN
11538,LINC00570
11539,LINC00571
11540,LINC00572
11541,LINC00575
11542,LIN28B-AS1
11543,LINC00578
11544,LINC00581
11545,LINC00582
11546,LINC00583
11547,LINC00587
11548,LINC00588
11549,LINC00589
11550,LINC00592
11551,LINC00595
11552,LINC00598
11553,LINC00601
11554,LINC00602
11555,LINC00603
11556,LINC00605
11557,LINC00606
11558,LINC00607
11559,LINC00608
11560,LINC00609
11561,LINC00612
11562,LINC00613
11563,LINC00615
11564,LINC00616
11565,LINC00620
11566,LINC00621
11567,LINC00622
11568,LINC00623
11569,LINC00624
11570,LINC00626
11571,LINC00628
11572,LINC00629
11573,LINC00630
11574,LINC00632
11575,ETDB
11576,SMIM45
11577,LINC00635
11578,LINC00636
11579,PPP1R13B-DT
11580,LINC00638
11581,LINC00639
11582,LINC00640
11583,LINC00641
11584,LINC00642
11585,SERTAD4BP
11586,LINC00644
11587,LINC00645
11588,LINC00648
11589,LINC00649
11590,LINC00652
11591,LINC00654
11592,LINC00656
11593,NORAD
11594,LINC00658
11595,LINC00659
11596,LINC00661
11597,LINC00662
11598,LINC00663
11599,LINC00664
11600,LINC00665
11601,LINC00667
11602,LINC00668
11603,MIR924HG
11604,LINC00670
11605,LINC00671
11606,LASP1NB
11607,LINC00674
11608,TMEM238L
11609,LINC00676
11610,LINC00678
11611,LINC00682
11612,LINC00683
11613,FAM236A
11614,LINC00687
11615,LINC00689
11616,LINC00690
11617,LINC00691
11618,LINC00692
11619,LINC00698
11620,LINC00700
11621,LINC00701
11622,LINC00702
11623,LINC00703
11624,MANCR
11625,LINC00705
11626,LINC00706
11627,LINC00707
11628,LINC00708
11629,LINC00709
11630,LINC00710
11631,LINC00824
11632,LINC00836
